time,sulfide,urea,sulfate,TAN,starch,VFA,xa_dead,Cfat,CP,RFd,iNDF,VSd,VSd_A,VSnd_A,ash,xa_aer,xa_bac,SectionID
0,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
8,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
36,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
64,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
77,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
94,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
99,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
113,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
141,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
155,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
169,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
191,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
196,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
211,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
225,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
239,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
253,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
267,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
277,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
281,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
316,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
344,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
358,0.01,1.45716196120524,0.000301884059906111,0.854499584131163,5.36165283253407,4.32596221038063,0,30.2099166229743,23.924179696795,29.1,19.5157434133136,0,57.498240827117,14.9707000831075,39.8874178317963,0,0,5
0,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
12,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
40,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
68,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
75,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
95,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
103,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
117,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
145,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
159,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
173,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
179,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
186,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
194,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
208,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
222,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
236,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
250,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
280,0.01,1.61343230168184,0.000289933508313825,0.913513098066129,5.78584018101558,4.19972122301792,0,31.0800430731168,22.7656502908306,29.1,23.8818901536601,0,59.0950518200876,15.4399085578292,42.6790356912939,0,0,6
